id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0029556,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-06-29,true,false,2,3,It is okay,"The product arrived in good condition. The headphones features are fine, nothing special either way. I would suggest comparing a few options first.",saraiyer188,neutral,208.25
syn2-0029557,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-03-21,true,true,5,4,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",adityajain911,positive,39.97
syn2-0029558,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-07-08,true,false,4,5,Very impressed,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",rahulmenon368,positive,42.02
syn2-0029559,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2024-12-18,true,false,1,4,Better than expected,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",ishajain665,positive,42.65
syn2-0029560,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-02-16,true,false,4,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rahuliyer322,positive,56.74
syn2-0029561,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-05-16,true,true,5,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. The difference is noticeable in everyday use.",arjunjain951,positive,75.21
syn2-0029562,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-03-29,true,false,3,2,Too many issues,"The product arrived with a minor defect. For the price, I expected more reliability. I ran into the same issue more than once.",ishamenon593,negative,32.0
syn2-0029563,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-08-05,true,true,2,5,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",karanpillai183,positive,48.41
syn2-0029564,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-01-17,true,true,3,5,Works very well,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rahulnair178,positive,154.09
syn2-0029565,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2025-09-09,true,true,5,5,Great purchase,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",meeragupta229,positive,144.56
syn2-0029566,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2023-10-26,false,true,5,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",kabirpillai774,positive,140.27
syn2-0029567,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-11-25,false,false,5,3,It is okay,"Setup was straightforward, nothing stood out either way. The streaming features are fine, nothing special either way. I would suggest comparing a few options first.",adityapillai719,neutral,32.31
syn2-0029568,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-06-12,true,true,7,4,Very impressed,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",ishanair592,positive,48.25
syn2-0029569,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-10-05,true,true,3,4,Great purchase,"The device handles normal use without lag. The e-reader features are practical, and the overall experience has been reliable. It exceeded my expectations.",devdas508,positive,90.43
syn2-0029570,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-09-08,true,true,3,3,Acceptable product,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. It is a reasonable middle-of-the-road choice.",rahulgupta244,neutral,48.96
syn2-0029571,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-09-25,false,true,4,3,It is okay,"It performs as expected for the price point. The tablet features are fine, nothing special either way. It is a reasonable middle-of-the-road choice.",sanjaysharma988,neutral,158.85
syn2-0029572,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-08-29,true,true,1,3,Average experience,"It performs as expected for the price point. The smart home features are fine, nothing special either way. It is a reasonable middle-of-the-road choice.",diyamenon252,neutral,34.06
syn2-0029573,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-07-21,true,true,8,5,Very impressed,"The device handles normal use without lag. The keyboard features are practical, and the overall experience has been reliable. It exceeded my expectations.",kabirdas231,positive,54.44
syn2-0029574,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-04-03,true,true,0,5,Works very well,"The product arrived in good condition and works as described. The smart speaker features are practical, and the overall experience has been reliable. It exceeded my expectations.",nehakapoor793,positive,81.54
syn2-0029575,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-01-06,true,true,7,5,Happy with it,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",arjundas243,positive,39.65
syn2-0029576,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2022-06-08,true,true,8,5,Excellent value,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",ishagupta393,positive,24.51
syn2-0029577,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-02-11,true,true,0,4,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",rohanmenon641,positive,101.75
syn2-0029578,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2023-08-18,true,false,2,2,Underwhelming,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. Overall, I would not buy this again.",rahuljain501,negative,42.52
syn2-0029579,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-01-30,true,true,2,5,Solid product,"The product arrived in good condition and works as described. The keyboard features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",rohanjain237,positive,35.77
syn2-0029580,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-03-05,true,false,0,3,Acceptable product,"Setup was straightforward, nothing stood out either way. The mouse features are fine, nothing special either way. I mainly use it during the week.",riyasharma928,neutral,42.83
syn2-0029581,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2025-09-06,true,true,4,4,Very impressed,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",tanyanair625,positive,213.87
syn2-0029582,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2025-05-13,true,true,2,4,Very impressed,"The device handles normal use without lag. The smart home features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",ishajain692,positive,35.85
syn2-0029583,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-04-17,true,true,2,4,Works very well,"The product arrived in good condition and works as described. The tablet features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",meeradas211,positive,279.39
syn2-0029584,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-07-20,true,true,1,4,Works very well,"The product arrived in good condition and works as described. The headphones features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",saraverma406,positive,198.24
syn2-0029585,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-07-22,true,false,3,2,Disappointed,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I would look at other options first.",adityajain980,negative,46.39
syn2-0029586,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-06-26,true,false,5,2,Too many issues,"The product arrived with a minor defect. For the price, I expected more reliability. It fell short of what was advertised.",vikrampillai449,negative,39.02
syn2-0029587,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-02-01,true,false,2,2,Not worth the price,Setup took longer than expected and support was slow to respond. The charger features feel limited compared to similar products. I would look at other options first.,arjunmenon506,negative,43.37
